[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1659: Build Time[220617_10:07:28], SDK version[0x1000003].
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1662: Current ExE path [E:\DevProjects\HIKROBOT_opencv_yolo\HIK_OPENCV_faceDet\x64\Debug\HIK_OPENCV_faceDet.exe]
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-07-28 16:37:51:0306] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-07-28 16:37:51:0308] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-07-28 16:37:51:0308] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280163].
[2022-07-28 16:37:51:0308] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-07-28 16:37:51:0516] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-07-28 16:37:51:0516] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-07-28 16:37:51:0516] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-07-28 16:37:51:0516] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-07-28 16:37:51:0516] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-07-28 16:37:51:0545] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-07-28 16:37:51:0545] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280163].
[2022-07-28 16:37:51:0545] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280163] Model[MV-EB435i] ip[2bdf00K14280163] SubNetmask[] gateway[].
[2022-07-28 16:37:51:0545] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-07-28 16:37:51:0800] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-07-28 16:37:51:0800] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-07-28 16:37:51:0802] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-07-28 16:37:51:0804] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-07-28 16:37:51:0806] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-07-28 16:37:51:0806] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-07-28 16:37:51:0808] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-07-28 16:37:51:0808] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-07-28 16:37:51:0809] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-07-28 16:37:51:0810] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-07-28 16:37:51:0810] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-07-28 16:37:51:0810] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-07-28 16:37:51:0913] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-07-28 16:37:51:0913] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-07-28 16:37:51:0913] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [1440] [0x11000b8] [1].
[2022-07-28 16:38:36:0972] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-07-28 16:38:36:0972] | Info     | Manager.cpp              -L1659: Build Time[220617_10:07:28], SDK version[0x1000003].
[2022-07-28 16:38:36:0972] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-07-28 16:38:36:0972] | Info     | Manager.cpp              -L1662: Current ExE path [E:\DevProjects\HIKROBOT_opencv_yolo\HIK_OPENCV_faceDet\x64\Debug\HIK_OPENCV_faceDet.exe]
[2022-07-28 16:38:36:0972] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
